formatted_path,sum_pageviews,sum_unique_pageviews,sum_time_on_page,time_per_view,name,nouns
/blog/2021/08/18/mastering-the-next-level-leveraging-data-and-ai-in-the-gaming-sector,220,198,76417,347.35,mastering the next level leveraging data and ai in the gaming sector,"[""level"",""data"",""ai"",""gaming"",""sector""]"
/blog/2020/11/20/enforcing-column-level-encryption-and-avoiding-data-duplication-with-pii,1035,904,497916,481.0782608695652,enforcing column level encryption and avoiding data duplication with pii,"[""column"",""level"",""encryption"",""data"",""duplication"",""pii""]"
/blog/2021/03/03/analyzing-algorand-blockchain-data-with-databricks-delta-part-1,1,1,4,4,analyzing algorand blockchain data with databricks delta part 1,"[""algorand"",""blockchain"",""data"",""databricks"",""delta"",""part-1""]"
/blog/2021/05/27/databricks.com/blog/2021/05/27/databricks-announces-the-first-feature-store-integrated-with-delta-lake-and-mlflow,24,15,15151,631.2916666666666,databricks.com,"[""blog/2021/05/27"",""databricks"",""announces"",""feature"",""store"",""delta"",""lake"",""mlflow""]"
/blog/2020/08/11/interoperability-between-koalas-and-apache-spark,2181,1693,611782,280.50527281063734,interoperability between koalas and apache spark,"[""interoperability"",""koalas"",""apache"",""spark""]"
/blog/2021/08/18/getting-to-know-databricks-india,3072,2686,1096495,356.9319661458333,getting to know databricks india,"[""know"",""databricks"",""india""]"
/blog/2020/12/08/the-analytics-evolution-with-azure-databricks-azure-synapse-and-power-bi,1242,1092,632941,509.61433172302736,the analytics evolution with azure databricks azure synapse and power bi,"[""analytics"",""evolution"",""azure"",""databricks"",""synapse"",""power"",""bi""]"
/blog/2021/06/18/databricks.com/blog/2021/06/18/modern-chief-data-officer-transitioning-from-defense-to-offense,1,1,0,0,databricks.com,"[""data"",""officer"",""defense"",""offense""]"
/blog/2021/05/24/machine-learning-based-item-matching-for-retailers-and-brands,1255,1006,749572,597.2685258964143,machine learning based item matching for retailers and brands,"[""machine"",""learning"",""item"",""matching"",""retailers"",""brands""]"
/blog/2020/05/06/how-to-build-a-quality-of-service-qos-analytics-solution-for-streaming-video-services,499,434,311735,624.7194388777555,how to build a quality of service qos analytics solution for streaming video services,"[""quality"",""service"",""qos"",""analytics"",""solution"",""video"",""services""]"
/blog/2021/09/21/how-yipitdata-extracts-insights-from-alternative-data-using-delta-lake,49,38,43029,878.1428571428571,how yipitdata extracts insights from alternative data using delta lake,"[""yipitdata"",""extracts"",""insights"",""data"",""delta"",""lake""]"
/blog/2020/05/13/now-on-databricks-a-technical-preview-of-databricks-runtime-7-including-a-preview-of-apache-spark-3-0,4352,3932,1255666,288.52619485294116,now on databricks a technical preview of databricks runtime 7 including a preview of apache spark 3 0,"[""databricks"",""preview"",""databricks"",""preview"",""apache""]"
/blog/2020/05/29/adabtive-query-execution-speeding-up-spark-sql-at-runtime,1,1,9,9,adabtive query execution speeding up spark sql at runtime,"[""query"",""execution"",""spark"",""sql"",""runtime""]"
/blog/2020/09,1,1,35,35,NA,[]
/blog/2020/11/25/azure-databricks-achieves-fedramp-high-authorization-on-microsoft-azure-government-thingiverse project box arduino nanomag,1,1,0,0,azure databricks achieves fedramp high authorization on microsoft azure government thingiverse project box arduino nanomag,"[""azure"",""databricks"",""achieves"",""fedramp"",""authorization"",""microsoft"",""azure"",""government"",""thingiverse"",""project"",""box"",""arduino"",""nanomag""]"
/blog/2021/02/17/announcing-the-launch-of-databricks-on-google-cloud,13032,11647,3847324,295.22130141190917,announcing the launch of databricks on google cloud,"[""launch"",""databricks"",""google"",""cloud""]"
/blog/2021/09/01/--><!--,2,1,131,65.5,  ><!  ,[]
/blog/2020/09/01,1,1,8,8,NA,[]
/blog/2020/09/04/an-update-on-project-zen-improving-apache-spark-for-python-users,2999,2750,869858,290.0493497832611,an update on project zen improving apache spark for python users,"[""update"",""project"",""zen"",""apache"",""spark"",""python"",""users""]"
/blog/2020/06/24/welcoming-redash-to-databricks,6851,6103,2034139,296.9112538315574,welcoming redash to databricks,"[""redash"",""databricks""]"
/blog/2020/07/08/azure-databricks-now-available-in-azure-government-public-preview,3,2,273,91,azure databricks now available in azure government public preview,"[""azure"",""databricks"",""azure"",""government"",""preview""]"
/blog/2021/05/12/your-guide-to-all-things-financial-services-at-data-ai-summit-2021,377,338,125268,332.2758620689655,your guide to all things financial services at data ai summit 2021,"[""guide"",""things"",""services"",""data"",""ai"",""summit-2021""]"
/blog/2020/05/14/a-convolutional-neural-network-implementation-for-car-classification,1115,925,506813,454.5408071748879,a convolutional neural network implementation for car classification,"[""network"",""implementation"",""car"",""classification""]"
/blog/2020/11/19/mlflow-model-registry-on-databricks-simplifies-mlops-with-ci-cd-features,1189,1008,796946,670.2657695542473,mlflow model registry on databricks simplifies mlops with ci cd features,"[""mlflow"",""model"",""registry"",""databricks"",""simplifies"",""mlops"",""ci"",""cd"",""features""]"
/blog/2021/03/30/creating-growth-and-advancement-opportunities-introducing-the-women-in-tech-mentorship-program,269,236,92694,344.58736059479554,creating growth and advancement opportunities introducing the women in tech mentorship program,"[""growth"",""advancement"",""opportunities"",""women"",""tech"",""mentorship"",""program""]"
/blog/2021/05/20/databricks.com/blog/2021/05/20/,1,1,8,8,databricks.com,"[""blog/2021/05/20/""]"
/blog/2021/07/01/applying-natural-language-processing-to-healthcare-text-at-scale,5123,4470,2519292,491.76107749365605,applying natural language processing to healthcare text at scale,"[""language"",""processing"",""healthcare"",""text"",""scale""]"
/blog/2020/06/17/simplify-python-environment-management-on-databricks-runtime-for-machine-learning-using-pip-and-conda,1064,947,545352,512.5488721804511,simplify python environment management on databricks runtime for machine learning using pip and conda,"[""simplify"",""python"",""environment"",""management"",""databricks"",""runtime"",""machine"",""learning"",""pip"",""conda""]"
/blog/2021/05/26/introducing-delta-sharing-an-open-protocol-for-secure-data-sharing,15315,13470,7881621,514.634084231146,introducing delta sharing an open protocol for secure data sharing,"[""delta"",""sharing"",""protocol"",""data"",""sharing""]"
/blog/2021/09/01/infrastructure-design-for-real-time-machine-learning-inference,2323,2021,1084256,466.74817046922084,infrastructure design for real time machine learning inference,"[""infrastructure"",""design"",""time"",""machine"",""learning"",""inference""]"
/blog/2020/06/18/government-and-education-sessions-you-dont-want-to-miss-at-spark-ai-summit-2020,205,166,77613,378.6,government and education sessions you dont want to miss at spark ai summit 2020,"[""government"",""education"",""sessions"",""dont"",""spark"",""ai"",""summit-2020""]"
/blog/2021/05/19/databricks.com/blog/2021/05/19/announcing-the-2021-databricks-data-team-award-finalists,4,3,606,151.5,databricks.com,"[""blog/2021/05/19"",""the-2021"",""databricks"",""data"",""team"",""award"",""finalists""]"
/blog/2020/07/16/bucket-brigade-securing-public-s3-buckets,1338,1175,423567,316.56726457399105,bucket brigade securing public s3 buckets,"[""bucket"",""brigade"",""s3"",""buckets""]"
/blog/2020/10/04/data-ai-summit-europe-goes-virtual-with-a-data-centric-agenda,657,590,121826,185.42770167427702,data ai summit europe goes virtual with a data centric agenda,"[""data"",""ai"",""summit"",""europe"",""goes"",""data"",""centric"",""agenda""]"
/blog/2020/08/11/bW9kZXJuLW,1,1,1,1,bW9kZXJuLW,"[""bW9kZXJuLW""]"
/blog/2020/11/05/a-guide-to-mlflow-talks-at-data-ai-summit-europe-2020,565,530,141602,250.62300884955752,a guide to mlflow talks at data ai summit europe 2020,"[""guide"",""mlflow"",""talks"",""data"",""ai"",""summit"",""europe-2020""]"
/blog/2021/02/24/solution-accelerator-telco-customer-churn-predictor,820,706,378875,462.0426829268293,solution accelerator telco customer churn predictor,"[""solution"",""accelerator"",""telco"",""customer"",""churn"",""predictor""]"
/blog/2020/07/10/a-data-driven-approach-to-environmental-social-and-governance,2985,2603,1448968,485.41641541038524,a data driven approach to environmental social and governance,"[""data"",""approach"",""governance""]"
/blog/2020/08/20/modern-industrial-iot-analytics-on-azure-part-2,4,4,20,5,modern industrial iot analytics on azure part 2,"[""iot"",""analytics"",""azure""]"
/blog/2020/06/30/databricks-announces-2020-north-america-partner-awards,508,451,228296,449.40157480314963,databricks announces 2020 north america partner awards,"[""databricks"",""north"",""america"",""partner"",""awards""]"
/blog/2021/09/02/announcing-the-launch-of-delta-live-tables-on-google-cloud,800,721,416074,520.0925,announcing the launch of delta live tables on google cloud,"[""launch"",""delta"",""tables"",""google"",""cloud""]"
/blog/2020/08/18/how-to-accelerate-your-etl-pipelines-from-18-hours-to-as-fast-as-5-minutes-with-azure-databricks,21786,18737,10814964,496.41806664830625,how to accelerate your etl pipelines from 18 hours to as fast as 5 minutes with azure databricks,"[""etl"",""pipelines"",""from-18"",""hours"",""minutes"",""azure"",""databricks""]"
/blog/2021/05/27,8,5,66,8.25,NA,[]
/blog/2020/06/11/financial-services-sessions-you-dont-want-to-miss-at-spark-ai-summit-2020,592,495,225574,381.0371621621622,financial services sessions you dont want to miss at spark ai summit 2020,"[""services"",""sessions"",""dont"",""spark"",""ai"",""summit-2020""]"
/blog/2021/05/27/time-series-data-analytics-in-financial-services-with-databricks-and-kx,1,1,5,5,time series data analytics in financial services with databricks and kx,"[""time"",""series"",""data"",""analytics"",""services"",""databricks"",""kx""]"
/blog/2020/08/28/improving-public-health-surveillance-during-covid-19-with-data-analytics-and-ai,482,446,237314,492.3526970954357,improving public health surveillance during covid 19 with data analytics and ai,"[""health"",""surveillance"",""covid-19"",""data"",""analytics"",""ai""]"
/blog/2020/06/01/vectorized-r-i-o-in-upcoming-apache-spark-3-0,2279,2037,763768,335.13295304958314,vectorized r i o in upcoming apache spark 3 0,"[""r"",""i"",""apache""]"
/blog/2029/09/18/,1,1,14,14,,[]
/blog/2020/12/02/simplify-access-to-delta-lake-tables-on-databricks-from-serverless-amazon-redshift-spectrum,702,617,358690,510.95441595441594,simplify access to delta lake tables on databricks from serverless amazon redshift spectrum,"[""simplify"",""access"",""delta"",""lake"",""tables"",""databricks"",""serverless"",""amazon"",""redshift"",""spectrum""]"
/blog/2020/09/17/registration-open-for-inaugural-data-ai-summit-europe,654,570,123851,189.37461773700306,registration open for inaugural data ai summit europe,"[""registration"",""data"",""ai"",""summit"",""europe""]"
/blog/2020/09/23/its-a-good-time-to-be-a-brickster,2172,1984,398181,183.3245856353591,its a good time to be a brickster,"[""time"",""brickster""]"
/blog/2021/01/29,1,1,0,0,NA,[]
/blog/2021/08/23/--><!--,2,1,29,14.5,  ><!  ,[]
/blog/2021/05/27/announcing-the-launch-of-delta-live-tables-reliable-data-engineering-made-easy,1624,1374,1095799,674.753078817734,announcing the launch of delta live tables reliable data engineering made easy,"[""launch"",""delta"",""tables"",""data"",""engineering""]"
/blog/2020/12/08/138572-autosave-v1,1,1,20,20,138572 autosave v1,"[""autosave"",""v1""]"
/blog/2021/05/18/data-ai-summit-2021-guide-top-public-sector-industry-talks,198,160,102230,516.3131313131313,data ai summit 2021 guide top public sector industry talks,"[""data"",""ai"",""summit-2021"",""guide"",""sector"",""industry"",""talks""]"
/blog/2021/05/25/YW5ub3VuY2,3,3,27,9,YW5ub3VuY2,"[""YW5ub3VuY2""]"
/blog/2020/08/03/modern-industrial-iot-analytics-on-azure-part-2,21,18,711,33.857142857142854,modern industrial iot analytics on azure part 2,"[""iot"",""analytics"",""azure""]"
/blog/2020/10/14/azure-databricks-in-public-preview-for-the-azure-china-region,192,170,121338,631.96875,azure databricks in public preview for the azure china region,"[""azure"",""databricks"",""preview"",""azure"",""china"",""region""]"
/blog/2020/06/18,3,2,23,7.666666666666667,NA,[]
/blog/2020/08/18/aG93LXRvLW,5,5,8,1.6,aG93LXRvLW,[]
/blog/2020/10/13/using-mlops-with-mlflow-and-azure,8158,7159,4065212,498.3098798725178,using mlops with mlflow and azure,"[""using"",""mlops"",""mlflow""]"
/blog/2020/08/11/data-teams-unite-spark-ai-summit-recap,347,256,71623,206.4063400576369,data teams unite spark ai summit recap,"[""data"",""teams"",""unite"",""spark"",""ai"",""summit"",""recap""]"
/blog/2020/09/28/it-was-a-virtual-summer,609,583,101274,166.29556650246306,it was a virtual summer,"[""summer""]"
/blog/2020/06/22/online-learning-with-databricks,365,334,192210,526.6027397260274,online learning with databricks,"[""online"",""learning"",""databricks""]"
/blog/2020/09/25/aG93LXJlbG,1,1,4,4,aG93LXJlbG,[]
/blog/2021/05/24/security-best-practices-for-aws-on-databricks,373,338,221634,594.1930294906166,security best practices for aws on databricks,"[""security"",""practices"",""aws"",""databricks""]"
/blog/2021/05/26/introducing-databricks-unity-catalog-fine-grained-governance-for-data-and-ai-on-the-lakehouse,10819,9641,4465684,412.76310195027264,introducing databricks unity catalog fine grained governance for data and ai on the lakehouse,"[""databricks"",""unity"",""catalog"",""governance"",""data"",""ai"",""lakehouse""]"
/blog/2020/05/29/adaptive-query-excution-peeding=up-spakr-sql-at-runtime,1,1,7,7,adaptive query excution peeding=up spakr sql at runtime,"[""query"",""excution"",""peeding"",""="",""spakr"",""sql"",""runtime""]"
/blog/2021/06/09/how-to-build-a-scalable-wide-and-deep-product-recommender,1155,1039,491606,425.63290043290044,how to build a scalable wide and deep product recommender,"[""product"",""recommender""]"
/blog/2021/02/10/accelerating-ml-experimentation-in-mlflow,386,360,173045,448.3031088082902,accelerating ml experimentation in mlflow,"[""ml"",""experimentation"",""mlflow""]"
/blog/2021/05/27/aW50cm9kdW,1,1,24,24,aW50cm9kdW,"[""aW50cm9kdW""]"
/blog/2021/09/02,1,1,2,2,NA,[]
/blog/2020/06/25/introducing-the-next-generation-data-science-workspace,3356,2986,1302118,387.99702026221695,introducing the next generation data science workspace,"[""generation"",""data"",""science"",""workspace""]"
/blog/2021,2,2,13,6.5,NA,[]
/blog/2021/03/31/top-questions-from-customers-about-delta-lake,676,619,235364,348.1715976331361,top questions from customers about delta lake,"[""questions"",""customers"",""delta"",""lake""]"
/blog/2021/05/10/improving-customer-experience-with-transaction-enrichment,632,547,253287,400.7705696202532,improving customer experience with transaction enrichment,"[""customer"",""experience"",""transaction"",""enrichment""]"
/blog/2020/06/03/customer-lifetime-value-part-1-estimating-customer-lifetimes,1423,1188,721472,507.00773014757556,customer lifetime value part 1 estimating customer lifetimes,"[""customer"",""lifetime"",""value"",""part-1"",""estimating"",""customer"",""lifetimes""]"
/blog/2020/10/26/reputation-risk-improving-business-competency-and-nurturing-happy-customers-by-building-a-risk-analysis-engine,429,367,223140,520.1398601398602,reputation risk improving business competency and nurturing happy customers by building a risk analysis engine,"[""reputation"",""risk"",""business"",""competency"",""customers"",""building"",""risk"",""analysis"",""engine""]"
/blog/2020/11/20/delta-vs-lambda-why-simplicity-trumps-complexity-for-data-pipelines,1040,943,329661,316.98173076923075,delta vs lambda why simplicity trumps complexity for data pipelines,"[""delta"",""lambda"",""simplicity"",""trumps"",""complexity"",""data"",""pipelines""]"
/blog/2021/03/04/how-sp-global-leverages-esg-data-to-make-sustainable-investments,407,345,255183,626.9852579852579,how sp global leverages esg data to make sustainable investments,"[""sp"",""leverages"",""esg"",""data"",""investments""]"
/blog/2021/02/24/af-test,170,15,14889,87.58235294117647,af test,"[""af"",""test""]"
/blog/2021/04/13/identifying-financial-fraud-with-geospatial-clustering,2141,1844,1220371,570.0004670714619,identifying financial fraud with geospatial clustering,"[""fraud"",""geospatial"",""clustering""]"
/blog/2020/06/23/key-sessions-for-microsoft-azure-customers-at-spark-ai-summit,1069,959,445703,416.93451824134706,key sessions for microsoft azure customers at spark ai summit,"[""sessions"",""microsoft"",""azure"",""customers"",""spark"",""ai"",""summit""]"
/blog/2020/07/31/announcing-support-for-google-bigquery-in-databricks-runtime-7-1,1860,1597,712396,383.0086021505376,announcing support for google bigquery in databricks runtime 7 1,"[""support"",""google"",""bigquery"",""databricks""]"
/blog/2020/11/19/new-features-to-accelerate-the-path-to-production-with-the-next-generation-data-science-workspace,693,601,453736,654.7417027417027,new features to accelerate the path to production with the next generation data science workspace,"[""features"",""path"",""production"",""generation"",""data"",""science"",""workspace""]"
/blog/2020/12/15/python-autocomplete-improvements-for-databricks-notebooks,559,491,317313,567.6440071556351,python autocomplete improvements for databricks notebooks,"[""python"",""autocomplete"",""improvements"",""databricks"",""notebooks""]"
/blog/2020/08/31/introducing-the-databricks-web-terminal,1304,1207,340686,261.2622699386503,introducing the databricks web terminal,"[""databricks"",""web"",""terminal""]"
/blog/2021/05/10,1,1,0,0,NA,[]
/blog/2020/06/25/announcing-mlflow-model-serving-on-databricks,3584,3186,1693050,472.3911830357143,announcing mlflow model serving on databricks,"[""mlflow"",""model"",""databricks""]"
/blog/2020/12/15/aGFuZGxpbm,2,2,0,0,aGFuZGxpbm,"[""aGFuZGxpbm""]"
/blog/2021/05/28/congratulations-to-the-2021-databricks-data-team-award-winners,538,517,158713,295.0055762081784,congratulations to the 2021 databricks data team award winners,"[""congratulations"",""the-2021"",""databricks"",""data"",""team"",""award"",""winners""]"
/blog/2021/04/06,1,1,6,6,NA,[]
/blog/2021/04/27/whats-new-in-apache-spark-3-1-release-for-structured-streaming,1540,1421,581257,377.4396103896104,whats new in apache spark 3 1 release for structured streaming,"[""whats"",""apache"",""release"",""streaming""]"
/blog/2021/05/26/introducing-delta-sharing-an-open-protocol-for…,1,1,43,43,introducing delta sharing an open protocol for…,"[""delta"",""sharing"",""protocol""]"
/blog/2021/05/04/data-driven-software-towards-the-future-of-programming-in-data-science,2232,1902,1332517,597.0058243727599,data driven software towards the future of programming in data science,"[""data"",""software"",""future"",""programming"",""data"",""science""]"
/blog/2020/06/23/key-sessions-for-aws-customers-at-spark-ai-summit,301,280,72227,239.95681063122925,key sessions for aws customers at spark ai summit,"[""sessions"",""aws"",""customers"",""spark"",""ai"",""summit""]"
/blog/2020/12/11/databricks-is-named-a-visionary-in-the-2020-gartner-magic-quadrant-for-cloud-database-management-systems-dbms,2033,1856,448780,220.74766355140187,databricks is named a visionary in the 2020 gartner magic quadrant for cloud database management systems dbms,"[""databricks"",""visionary"",""the-2020"",""gartner"",""magic"",""quadrant"",""cloud"",""database"",""management"",""systems"",""dbms""]"
/blog/2021/06/23/need-for-data-centric-ml-platforms,8844,7769,4348910,491.73563998190866,need for data centric ml platforms,"[""need"",""data"",""centric"",""ml"",""platforms""]"
/blog/2020/09/02/spark-ai-summit-europe-is-expanding,1512,1271,629736,416.4920634920635,spark ai summit europe is expanding,"[""spark"",""ai"",""summit"",""europe""]"
/blog/2020/06/12/enterprise-cloud-service-public-preview-on-aws,2253,1917,668564,296.7438970261873,enterprise cloud service public preview on aws,"[""enterprise"",""cloud"",""service"",""preview"",""aws""]"
/blog/2020/10/05/detecting-criminals-and-nation-states-through-dns-analytics,436,383,192991,442.63990825688074,detecting criminals and nation states through dns analytics,"[""criminals"",""nation"",""states"",""dns"",""analytics""]"
/blog/2021/05,3,3,136,45.333333333333336,NA,[]
/blog/2021/07/14/petabyte-scale-data-processing-across-multiple-cloud-platforms,418,368,251162,600.866028708134,petabyte scale data processing across multiple cloud platforms,"[""scale"",""data"",""processing"",""cloud"",""platforms""]"
/blog/2021/09/09/real-time-point-of-sale-analytics-with-a-data-lakehouse,1415,1242,698477,493.6233215547703,real time point of sale analytics with a data lakehouse,"[""time"",""point"",""sale"",""analytics"",""data"",""lakehouse""]"
/blog/2020/06/18/time-traveling-with-delta-lake-a-retrospective-of-the-last-year,2430,2149,1141977,469.9493827160494,time traveling with delta lake a retrospective of the last year,"[""time"",""delta"",""lake"",""retrospective"",""year""]"
/blog/2021/05/14/how-outreach-productionizes-pytorch-based-hugging-face-transformers-for-nlp,1034,921,430748,416.5841392649903,how outreach productionizes pytorch based hugging face transformers for nlp,"[""outreach"",""productionizes"",""pytorch"",""face"",""transformers"",""nlp""]"
/blog/2021/05/20/countdown-to-dais-21-blog-html,1669,1524,461341,276.41761533852605,countdown to dais 21 blog html,"[""countdown"",""dais-21"",""blog"",""html""]"
/blog/2020/08/11/modern-industrial-iot-analytics-on-azure-part-2,3561,2543,919492,258.21173827576524,modern industrial iot analytics on azure part 2,"[""iot"",""analytics"",""azure""]"
/blog/2021/02/02/data-exfiltration-protection-with-databricks-on-azure,0,0,0,null,data exfiltration protection with databricks on azure,"[""data"",""exfiltration"",""protection"",""databricks"",""azure""]"
/blog/2021/06/24/three-principles-for-selecting-machine-learning-platforms,10414,9061,5204353,499.7458229306703,three principles for selecting machine learning platforms,"[""principles"",""machine"",""learning"",""platforms""]"
/blog/2020/04/30,1,1,14,14,NA,[]
/blog/2020/10/21/faster-sql-adaptive-query-execution-in-databricks,3109,2755,1489950,479.23769700868445,faster sql adaptive query execution in databricks,"[""sql"",""query"",""execution"",""databricks""]"
/blog/2021/04/26/data-ai-summit-sessions-developer-deep-dives,473,411,254256,537.53911205074,data ai summit sessions developer deep dives,"[""data"",""ai"",""summit"",""sessions"",""developer"",""dives""]"
/blog/2021/05/13/how-to-secure-industrial-iot-and-why-you-should-assume-you-cant-prevent-a-data-breach,246,221,169231,687.930894308943,how to secure industrial iot and why you should assume you cant prevent a data breach,"[""iot"",""cant"",""prevent"",""data"",""breach""]"
/blog/2021/04/26/reproduce-anything-machine-learning-meets-data-lakehouse,324,298,199617,616.1018518518518,reproduce anything machine learning meets data lakehouse,"[""machine"",""learning"",""meets"",""data"",""lakehouse""]"
/blog/2020/07/15,2,2,22,11,NA,[]
/blog/2021/03/25/simplifying-data-and-ml-job-construction-with-a-streamlined-ui,404,376,120999,299.5024752475247,simplifying data and ml job construction with a streamlined ui,"[""simplifying"",""data"",""ml"",""job"",""construction"",""ui""]"
/blog/2021/04/14/databricks-and-university-of-rochester,290,268,68773,237.14827586206897,databricks and university of rochester,"[""databricks"",""university"",""rochester""]"
/blog/2021/05/04/databricks-on-google-cloud-now-generally-available,1419,1295,598757,421.9570119802678,databricks on google cloud now generally available,"[""databricks"",""google"",""cloud""]"
/blog/2021/05/27/databricks.com/blog/2021/05/27/introducing-databricks-automl-a-glass-box-approach-to-automating-machine-learning-development,5,3,256,51.2,databricks.com,"[""blog/2021/05/27"",""databricks"",""automl"",""glass"",""box"",""approach"",""machine"",""development""]"
/blog/2020/11/02/quickly-deploy-test-and-manage-ml-models-as-rest-endpoints-with-mlflow-model-serving-on-databricks,470,433,200260,426.0851063829787,quickly deploy test and manage ml models as rest endpoints with mlflow model serving on databricks,"[""deploy"",""test"",""ml"",""models"",""rest"",""endpoints"",""mlflow"",""model"",""databricks""]"
/blog/2021/03/04/databricks-named-a-leader-in-2021-gartner-magic-quadrant-for-data-science-and-machine-learning-platforms,2631,2486,653163,248.25655644241732,databricks named a leader in 2021 gartner magic quadrant for data science and machine learning platforms,"[""databricks"",""leader"",""in-2021"",""gartner"",""magic"",""quadrant"",""data"",""science"",""machine"",""learning"",""platforms""]"
/blog/2021/01/29/strategies-for-modernizing-investment-data-platforms,1530,1333,765659,500.4307189542484,strategies for modernizing investment data platforms,"[""strategies"",""investment"",""data"",""platforms""]"
/blog/2021/03/08/upgrade-production-workloads-to-be-safer-easier-and-faster-with-databricks-runtime-7-3-lts,393,351,175814,447.36386768447835,upgrade production workloads to be safer easier and faster with databricks runtime 7 3 lts,"[""upgrade"",""production"",""workloads"",""databricks"",""lts""]"
/blog/2021/09/08/implementing-more-effective-fair-scientific-data-management-with-a-lakehouse,1,1,193,193,implementing more effective fair scientific data management with a lakehouse,"[""data"",""management"",""lakehouse""]"
/blog/2020/06/26/celebrating-pride-month-at-databricks,1,1,85,85,celebrating pride month at databricks,"[""pride"",""month"",""databricks""]"
/blog/2021/07/19/unlocking-the-power-of-health-data-with-a-modern-data-lakehouse,2143,1842,1141257,532.5510965935604,unlocking the power of health data with a modern data lakehouse,"[""power"",""health"",""data"",""data"",""lakehouse""]"
/blog/2020/11/12/announcing-the-launch-of-sql-analytics,12245,10693,6041158,493.3571253572887,announcing the launch of sql analytics,"[""launch"",""sql"",""analytics""]"
/blog/2021/08/30,12,5,76,6.333333333333333,NA,[]
/blog/2020/04/21/building-a-modern-clinical-health-data-lake-with-delta-lake,75,67,36567,487.56,building a modern clinical health data lake with delta lake,"[""building"",""health"",""data"",""lake"",""delta"",""lake""]"
/blog/2021/09/20/part-1-implementing-ci-cd-on-databricks-using-databricks-notebooks-and-azure-devops,379,338,268862,709.3984168865435,part 1 implementing ci cd on databricks using databricks notebooks and azure devops,"[""ci"",""cd"",""databricks"",""databricks"",""notebooks"",""azure"",""devops""]"
/blog/2020/06/10/accelerating-developers-by-ditching-the-data-center,1998,1769,853491,427.17267267267266,accelerating developers by ditching the data center,"[""developers"",""data"",""center""]"
/blog/2020/07/02/allow-simple-cluster-creation-with-full-admin-control-using-cluster-policies,848,766,371580,438.1839622641509,allow simple cluster creation with full admin control using cluster policies,"[""cluster"",""creation"",""admin"",""control"",""cluster"",""policies""]"
/blog/2020/10/20/detecting-at-risk-patients-with-real-world-data,2210,1966,971786,439.72217194570135,detecting at risk patients with real world data,"[""risk"",""patients"",""world"",""data""]"
/blog/2020/11/12,6,5,64,10.666666666666666,NA,[]
/blog/2021/03/17/advertising-fraud-detection-at-scale-at-t-mobile,537,485,275410,512.8677839851024,advertising fraud detection at scale at t mobile,"[""advertising"",""fraud"",""detection"",""scale"",""t"",""mobile""]"
/blog/2021/04/29/databricks-named-data-science-analytics-launch-partner-for-new-aws-for-media-entertainment-initiative,520,472,208076,400.1461538461538,databricks named data science analytics launch partner for new aws for media entertainment initiative,"[""databricks"",""data"",""science"",""analytics"",""launch"",""partner"",""aws"",""media"",""entertainment"",""initiative""]"
/blog/2021/07/08/four-e-commerce-challenges-that-can-be-addressed-with-data-ai,277,251,101234,365.4657039711191,four e commerce challenges that can be addressed with data ai,"[""e"",""commerce"",""challenges"",""data"",""ai""]"
/blog/2020/04/30/faster-sql-queries-on-delta-lake-with-dynamic-file-pruning,755,678,410562,543.7907284768212,faster sql queries on delta lake with dynamic file pruning,"[""sql"",""queries"",""delta"",""lake"",""file"",""pruning""]"
/blog/2020/05/13/fighting-cyber-threats-in-the-public-sector-with-scalable-analytics-and-ai,473,365,163759,346.21353065539114,fighting cyber threats in the public sector with scalable analytics and ai,"[""fighting"",""cyber"",""threats"",""sector"",""analytics"",""ai""]"
/blog/2020/11/13/how-to-evaluate-data-pipelines-for-cost-to-performance,455,408,278508,612.1054945054946,how to evaluate data pipelines for cost to performance,"[""data"",""pipelines"",""cost"",""performance""]"
/blog/2021/02/11/amplify-insights-into-your-industry-with-geospatial-analytics,482,422,274829,570.1846473029045,amplify insights into your industry with geospatial analytics,"[""insights"",""industry"",""analytics""]"
/blog/2020/12,2,1,72,36,NA,[]
/blog/2021/07/16/aml-solutions-at-scale-using-databricks-lakehouse-platform,1143,1016,710428,621.5468066491688,aml solutions at scale using databricks lakehouse platform,"[""aml"",""solutions"",""scale"",""databricks"",""lakehouse"",""platform""]"
/blog/2021/05/04,1,1,16,16,NA,[]
/blog/2021/07/13/using-your-data-to-stop-credit-card-fraud-capital-one-and-other-best-practices,686,604,383889,559.6049562682216,using your data to stop credit card fraud capital one and other best practices,"[""data"",""credit"",""card"",""fraud"",""capital"",""practices""]"
/blog/2020/11/11/analytics-on-the-data-lake-with-tableau-and-the-lakehouse-architecture,608,549,296713,488.01480263157896,analytics on the data lake with tableau and the lakehouse architecture,"[""analytics"",""data"",""lake"",""tableau"",""lakehouse"",""architecture""]"
/blog/2021/04/06/fine-grained-time-seriescom hazelcast maven-forecasting-at-scale-with-facebook-prophet-and-apache-spark-updated-for-spark-3,1,1,0,0,fine grained time seriescom hazelcast maven forecasting at scale with facebook prophet and apache spark updated for spark 3,"[""time"",""seriescom"",""hazelcast"",""maven"",""forecasting"",""scale"",""facebook"",""prophet"",""apache"",""spark""]"
/blog/2021/04/23/how-we-launched-a-podcast-lessons-minor-mishaps-key-takeaways,203,187,98151,483.5024630541872,how we launched a podcast lessons minor mishaps key takeaways,"[""podcast"",""lessons"",""mishaps"",""takeaways""]"
